site_name,latitude,longitude,coordinate_text,coordinate_system,source_file,page,evidence_snippet,duplicate_of,status,similar_names
Leang Bulu Bettue,,,,,data/google-drive-pdfs/StoneQuarry_Bomboro_Maros.pdf,2,"were c onducted within this area to investigate the possibility that this location was an archaeological quarry site and that it may have been a raw material source for tool makers at the nearby Late Pleistocene site of Leang Bulu Bettue (Brumm et al., 2017) or at the numerous mid -Holocene ‘Toalean’ cave assemblages in the region (e.g. Glover, 1976; Hakim, 2017; Hakim et al ., 2009; Suryatman et al., 2019). SITE DESCRIPTION 1. Location and Current Use",Leang Bulu Bettue,duplicate,
Leang Rakkoe,,,,,data/google-drive-pdfs/StoneQuarry_Bomboro_Maros.pdf,2,"arther into the valley and beyond the end of the access road lies a small Islamic cemetery. The valley beyond this cemetery is primarily used for teak tree plantations, and is cover ed by thick but Figure 1. Location of Leang Rakkoe and the Bomboro excavation within the Bomboro valley of the Maros regency of South Sulawesi, showing elevated areas in darker green. Coordinates for the Bomboro excavation: S 04° 57.652', E 119° 40.143'. Approx. 85m abo",Leang Rakkoe,duplicate,
Leang Bulu Bettue,,,,,data/google-drive-pdfs/StoneQuarry_Bomboro_Maros.pdf,4,"mbedded in the bedrock appeared to have been reduced (flaked) in situ until flush with the rock face. 4. Purpose of Excavation The site is situated within walking distance (approximately 4 km) of the Pleistocene site of Leang Bulu Bettue. This large cave site contains deep and rich occupation deposits dating from at least 40 kya that includes faunal remains, ochre pieces, bone ornamen ts, and thousands of stone artefacts (Brumm et al., 2017; Brumm et al",Leang Bulu Bettue,duplicate,
Leang Bulu Bettue,,,,,data/google-drive-pdfs/StoneQuarry_Bomboro_Maros.pdf,6,"ssic Toalean assemblages tend to include diagnostic artefact types including backed microliths and Maros points (Bellwood, 2007, pp. 193 –196; Mulvaney & Soejono, 1970, p. 171) , while the Late Pleistocene assemblage at Leang Bulu Bettue includes frequent bipolar reduction and the occasional reduc tion of large limestone blanks (Brumm et al., 2017). In contrast, the Bomboro assemblage only consisted of unmodified chert flakes and non -diagnostic cores.",Leang Bulu Bettue,duplicate,
Leang Bulu Bettue,,,,,data/google-drive-pdfs/StoneQuarry_Bomboro_Maros.pdf,8,"on through hard hammer percussion. Excavation did not clarify the chronology of exploitation of the site as a stone source, nor document a c lear association with the stone artefacts at the Late Pleistocene cave site of Leang Bulu Bettue. Unlike the Leang Bulu Bettue stone tools, the stone artefacts from the Bomboro excavation are not heavily weathered, so it is possible to argue that most of t he stone artefacts may be Holocene in age; however, in the",Leang Bulu Bettue,duplicate,
Leang Karassak,,,,,data/google-drive-pdfs/StoneQuarry_Bomboro_Maros.pdf,8,"cal research in the limestone karsts of the Maros and Pangkep regencies, only one other potential chert source has been described from this vicinity. Chert nodules were r eported in the Pattunuang Asue River in front of Leang Karassak , on the Maros -Camba R oad by Glover (1978, pp. 68–69). In 2019, our team surveyed this river bed and found thick outcrops of chert nodules eroding from the limestone riverbed exposed at the foot of the vill age of Pat",Leang Karassak,duplicate,
Leang Jarie,,,,,data/google-drive-pdfs/StoneQuarry_Bomboro_Maros.pdf,9,"nd excavation in the Maros district, South Sulawesi, Indonesia. Bulletin of the Indo-Pacific Prehistory Association, 1, 60–102. Hakim, B. (2017). Interpretasi awal temuan gigi manusia di situs Bala Metti, Bone dan situs Leang Jarie, Maros, Sulawesi Selatan. Walennae, 15, 19-30. Hakim, B., Nur, M., & Rustam. (2009). The sites of Gua Pasaung (Rammang-Rammang) and Mallawa: indicators of cultural contact between the Toalean and Neolithic complexes in",Leang Jarie,duplicate,
Gua Pasaung,,,,,data/google-drive-pdfs/StoneQuarry_Bomboro_Maros.pdf,9,"ation, 1, 60–102. Hakim, B. (2017). Interpretasi awal temuan gigi manusia di situs Bala Metti, Bone dan situs Leang Jarie, Maros, Sulawesi Selatan. Walennae, 15, 19-30. Hakim, B., Nur, M., & Rustam. (2009). The sites of Gua Pasaung (Rammang-Rammang) and Mallawa: indicators of cultural contact between the Toalean and Neolithic complexes in South Sulawesi. Bulletin of the Indo-Pacific Prehistory Association, 29, 45-52.",Gua Pasaung,duplicate,
Leang Rakkoe,,,,,data/google-drive-pdfs/StoneQuarry_Bomboro_Maros.pdf,10,"oejono, R. P. (1970). The Australian -Indonesian Archaeological Expedition to Sulawesi. Asian Perspectives, 13, 163–177. Perston, Y. L., Sumantri, I., Hakim, B., Oktavia, A. A., & Brumm, A. (2020). Excavation report for Leang Rakkoe: A new Toalean site with engraved art in the Bomboro Valley, Maros Regency, South Sulawesi. Walennae, 18(2). https://doi.org/10.24832/wln.v18i1.427 . 51- 64 Research Team. (2018). Unpublished Research Report for the Mar",Leang Rakkoe,duplicate,
Leang Jarie,,,,,data/google-drive-pdfs/StoneQuarry_Bomboro_Maros.pdf,10,"Karst area 2018. Laporan Penelitian Wilayah Karast Maros-Pangkep, Unpub. Suryatman, Hakim, B., Mahmud, M. I., Fakhri, Burhan, B., Oktaviana, A. A., Saiful, A. M., & Syahdar, F. A. (2019). Artefak Batu Preneolitik Situs Leang Jarie: bukti teknologi Maros point tertua di kawasan budaya Toalean, Sulawesi Selatan. Amerta Jurnal Penelitian dan Perkembangan Arkeologi, 37(1), 17. https://doi.org/10.24832/amt.v37i1.1-17 van den Bergh, G. D., Li, B., Brum",Leang Jarie,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,2,"xity when studying amorphous flake industries. To address this issue, we employed multi-stage use-wear analysis to identify features that are not detectable through macroscopic approach. Our analysis of chert tools from Leang Sarru, North Sulawesi indicated the use of both unmodified flakes and retouched tools for plant processing, and we detected evidence for the manufacture of composite tools. Microscopic wear traces on unretouched flakes show t",Leang Sarru,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,3,"tal role that this island played in human dispersion. Surveys in the northern section of Sulawesi, including the Talaud Islands, were conducted in the 1970s by Bellwood (1976) . One of the sites recorded in this region, Leang Sarru, was first excavated in 1995 by Tanudirjo (2001 , 2005) , and then in 2004 by Ono et al. (2010 , 2015) . So far, only technological analysis was conducted on the lithic assemblage from the site ( Tanudirjo, 2001 , 2005",Leang Sarru,duplicate,
Leang Buiduane,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,3,"uring the Metal Age ( Tanudirjo, 2001 , 2005 ; Ono et al., 2010 ; Table 1 ). Layer 1 (Metal Age) contains potsherds which are similar to jars associated with the Metal Phase ( Bellwood, 1976 ), and for instance found in Leang Buiduane, c. 20 km to the north of Leang Sarru ( Ono et al., 2010 ). The stratigraphical context, dating, and lithic technological analysis of Leang Sarru were discussed in detail by Tanudirjo (2001 , 2005) and Ono et al. (2010",Leang Buiduane,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,4,"Journal of Archaeological Science 112 (2019) 105031 3 Fig. 1. Location of Leang Sarru in the Talaud Islands, North Sulawesi (modified from Ono et al., 2010 ). Fig. 2. A. Archaeological units from the 1995 and 2004 excavations (modified from Ono et al., 2010 ). B. Excavation units within the main platform",Leang Sarru,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,5,"isible microscarring or reflective surfaces (polishes) inspected with the aid of 2 � and 10 � hand lenses, and 4) presence of PUA. All artefacts are currently stored at Table 1 Occupation phases and radiocarbon dates of Leang Sarru ( Tanudirjo, 2001 , 2005 ; Ono et al., 2010 ). Occupation Phase Age estimate Spit Depth (cm) Layer Lab. code Material Unit/ Layer Depth (cm) 14C Age (BP) Published calibrated age using CalPal2007_HULU (cal BP) a Calibra",Leang Sarru,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,7,"ble 4 ). These were categorised into light, mid, to intensively-developed rounding types. We do not exclude the processing of hard material such as bone, however the absence of larger mammals in the faunal assemblage of Leang Sarru ( Ono et al., 2010 ) makes such a factor quite unlikely. Polishes, present on 171 of 361 PUAs (47%), and were categorised as generic weak, smooth-pitted and well-developed ( Vaughan, 1985 , Table 4 ). Bright spots ( Lev",Leang Sarru,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,10,"rtefact analyses on tools from ISEA ( Davenport, 2003 ; Xhauflair and Pawlik, 2010 ; Xhauflair, 2014 ; Xhau - flair et al., 2016 ). 4.4. Retouched tools and plant remains Notched artefacts were initially recorded in the Leang Sarru assem - blage by Tanudirjo (2001) , who considered them as similar to the steep-angled obsidian scrapers with notches found in the Passo shell midden site in North Sulawesi and lateral scrapers from East Timor ( Bellwoo",Leang Sarru,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,12,"Journal of Archaeological Science 112 (2019) 105031 11 5. Discussion and conclusion Through multi-stage use-wear analysis, we identified human activ - ities at Leang Sarru dating back from c. 35,000 years ago. During the Last Glacial Maximum and Early Holocene, lithic production and ac - tivities intensified ( Tanudirjo, 2001 , 2005 ; Ono et al., 2010 , 2015 ), and it was also during this",Leang Sarru,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,13,"the complexity of expedient stone tool traditions that merits more research not just in Wallacea but also in regions that produced ‘simple ’ and ‘unchanging ’ lithic flakes. Note All uncalibrated radiocarbon dates from Leang Sarru reported herein have been recalibrated with Calib 7.0.4 ( Stuiver and Reimer, 1993 ) using Marine13 for shell ( Reimer et al., 2013 ), and are given as a 95.4% or higher probability range. Calibrated dates are given in",Leang Sarru,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,14,"ts by ‘blind tests ’ : the low-power approach. J. Field Archaeol. 7 (1), 87 – 120 . Ono, R., Soegondho, S., Yoneda, M., 2010. Changing marine exploitation during late Pleistocene in northern Wallacea: shell remains from Leang Sarru rockshelter in Talaud islands. Asian Perspect. 48 (2), 318 – 341 . Ono, R., Nakajima, N., Nishizawa, H., Oda, S., Soegondho, S., 2015. Maritime migration and lithic assemblage on the Talaud islands in northern Wallacea",Leang Sarru,duplicate,
Lene Hara Cave,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,14,"t Süd-und Ostasiens. Handbuch für Urgeschichte. Francke, Munich . O ’ Connor, S., Barham, A., Spriggs, M., Veth, P., Aplin, K., St Pierre, E., 2010. Cave archaeology and sampling issues in the tropics: a case study from Lene Hara Cave, a 42,000 year old occupation site in East Timor, Island Southeast Asia. Aust. Archaeol. 71, 29 – 40 . O ’ Connor, S., Carro, S.C.S., Hawkins, S., Kealy, S., Louys, J., Wood, R., 2017. Fishing in life and death: Pleisto",Lene Hara Cave,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,15,"Zhao, J., Storey, M., Alloway, B.V., Morley, M.W., Meijer, H.J.M., van den Bergh, G.D., Grün, R., Dosseto, A., Brumm, A., Jungers, W.L., Roberts, R.G., 2017. Revised stratigraphy and chronology for Homo floresiensis at Liang Bua in Indonesia. Nature 532, 366 – 369 . Tanudirjo, D., 2001. Islands in between: Prehistory of the Northeastern Indonesian Archipelago. Unpublished PhD dissertation. Australian National University, Canberra . Tanudirjo, D",Liang Bua,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/SulawesiToolTech.pdf,15,"ween: Prehistory of the Northeastern Indonesian Archipelago. Unpublished PhD dissertation. Australian National University, Canberra . Tanudirjo, D., 2005. Long-continuous or short-occasional occupation? The human use of Leang Sarru rockshelter in the Talaud Islands, North eastern Indonesia. Bull. Indo- Pac. Prehist. Assoc. 25, 15 – 19 . Torrence, R., Barton, H., 2006. Ancient Starch Research. Left Coast Press, Walnut Creek . Tringham, R., Cooper,",Leang Sarru,duplicate,
Gua Sora,,,,,data/google-drive-pdfs/Survei_Arkeologis_di_Kawasan_Halmahera_Bagian_Teng.pdf,6,Gua Sora 3 Situs ini adalah yang terbaik yang diamati di kawasan Gua Sora. Gunung Sora 3 adalah situs ceruk peneduh yang terletak pada dinding gamping sebelah selatan kawasan. Kondisi ceruk kering dengan sinar matahari yang mema,Gua Sora,duplicate,
Gua Golo,,,,,data/google-drive-pdfs/Survei_Arkeologis_di_Kawasan_Halmahera_Bagian_Teng.pdf,6,"fase budaya setidaknya bisa diamati dari karakteristik yang ditunjukan oleh situs-situs yang telah diekskavasi. Rekam kronologi tertua berasal dari fase pra-keramik dengan penanggalan mencapai 32,500 tahun lalu di Situs Gua Golo, di Pulau Gebe. Beberapa situs dengan penanggalan yang lebih muda teridentifikasi di Daeo 2 di Pulau Morotai (14,000 BP); Um Kapat Papo di Gebe (6,500 BP); dan Siti Nasifah di Weda dengan penanggalan 5,500 tahun silam.",Gua Golo,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/Survei_Arkeologis_di_Kawasan_Halmahera_Bagian_Teng.pdf,6,"n rangkaian kajian yang telah dilakukan oleh Bellwood. Wilayah yang menjadi perhatian dalam studi ini meliputi Talaud di Sulawesi Utara dan Kepulauan Sula di Maluku Utara. Beberapa situs yang menjadi rujukan antara lain Leang Sarru (Salebabu), Leang Tuo Mana’e (Pulau Karakelong), Leang Arangdangana (Pulau Kabaruan), Leang Tahuna (Pulau Merampit), Ceruk Manaf (Sanana), Waylia (Sanana) dan Gua Fatiba di Sanana. Hasil penelitian menemukan inisiasi ok",Leang Sarru,duplicate,
Leang Tahuna,,,,,data/google-drive-pdfs/Survei_Arkeologis_di_Kawasan_Halmahera_Bagian_Teng.pdf,6,"ini meliputi Talaud di Sulawesi Utara dan Kepulauan Sula di Maluku Utara. Beberapa situs yang menjadi rujukan antara lain Leang Sarru (Salebabu), Leang Tuo Mana’e (Pulau Karakelong), Leang Arangdangana (Pulau Kabaruan), Leang Tahuna (Pulau Merampit), Ceruk Manaf (Sanana), Waylia (Sanana) dan Gua Fatiba di Sanana. Hasil penelitian menemukan inisiasi okupasi manusia dapat ditarik hingga setidaknya masa Pleistosen Akhir sekitar 30,000 tahun silam. Bud",Leang Tahuna,duplicate,
Gua Bokimoruru,,,,,data/google-drive-pdfs/Survei_Arkeologis_di_Kawasan_Halmahera_Bagian_Teng.pdf,7,ng bagi studi arkeologi. Hasil survey yang dilakukan oleh Balai Arkeologi Ambon mendata setidaknya empat titik gua yang potensial menjadi hunian manusia masa lalu. Keempat titik gua tersebut masing masing Ceruk Nusliko; Gua Bokimoruru; Ceruk Gunung Sora 3; dan Ceruk Yoli. Indikasi yang ditemukan di Ceruk Nusliko dan ceruk Gunung Sora diwakili oleh temuan fragmen kerang dan tulang yang menandakan okupasi awal manusia dan agaknya berfungsi sebagai habi,Gua Bokimoruru,duplicate,
