SITE_SOURCE_ID;SITE_NAME;LOCALISATION;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;MAIN_CHARAC;CHARAC_LVL1;CHARAC_LVL2;CHARAC_LVL3;CHARAC_LVL4;CHARAC_EXP;BIBLIOGRAPHY;COMMENTS;WEB_IMAGES;DUPLICATE_DB_NAME;DUPLICATE_SCORE;DUPLICATE_FLAG
drive-56170111538d;Gua Mentis;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;"""Description: . Gua Mardua; 2. Gua Payau; 3. Gua Kambing; 4. Liang Sara; 5. Alan Bilao; 6. Liang Pelahniran; 7. Ara Raya; 8. Gua Masri; 9. Gua Ilas Kenceng; 10. Gua Tewet, Gua Pindi, Gua Te'et, Gua Ujan, Gua Batu Aji; 11. Gua Tamrin, Gua Mentis, Gua Kayu Sampung, Gua lias Kecil, Gua Tangkorak, Gua Kurang Tahu, Gua Ham; 13. Gua Berak, GuaJufri, Gua Tembus, Gua Sahak; 14. Gua Lungun, Gua Keboboh, Gua Gudang Pecah, Gua Ampir Kosong, Liang Jon. The inset is shown ena ada sungai di luarnya, sehingga air memanfaatkan celah di batuan sebagai daya serap ketika banjir. Dengan demikian, cekungan itu berkontribusi dalam memperbesar tebing dan celah tektonik untuk membentuk gua besar. u Gua Mentis, dua yang bergambar 24 tangan negatif. Grafiti modern yang banyak itu menutupi lukisannya… alam yang luas se hing ga tidak hanya me les ta ri kan wa ri san pra se ja rah ber ta raf dunia, tapi juga wa ri san alam. Hutan""";;;;
drive-e8eadb1623f3;Gua Pondok Selabe;;;;;;;No;Not documented;Not specified;-4000;-350;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: ster n Neolithic stream never penetrated this far west in southern Indonesia. However, there are also some rare incised and punctate sherds in the site (Simanjuntak 2016), which, added to at least three more from nearby Gua Pondok Selabe (Widianto 2011:131), do provide a certain lifeline for those who wish to claim an Austroasiatic migration into western Island Southeast Asia prior to the arrival of the Austronesian‐ speaking peoples. I was inclined to rare and it appears that the Eastern Neolithic stream never penetrated this far west in Indo nesia. However, there are also some rare incised and punctate sherds in Gua Harimau (Simanjuntak, 2015a), and from nearby site Gua Pondok Selabe (Widianto 2011). This fact provides a possibility about the Austroasiatic migration model into western Island Southeast Asia alo ng with the Austronesian speaking peoples. Bellwood shows that incised and i;;;;
drive-2423b64033a3;Gua Rusa;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: Gua Payau, atau Gua Rusa, terbuka di ketinggian 330 m. Lukisan terpusat di galeri tembus. Selain 32 tangan negatif berbentuk tangan bayi, terdapat lukisan dua babi hutan, yang satu panjangnya 60 cm, yang lain 7 cm, digambar halus, dan juga luki ja di nya jika kami sen di ri an me ngi ra-ngi ra lang ka nya in for ma si, se per ti yang cari ce la ka saja? Mus ta fa ikut. Pada hari per ta ma per ja lan an di atas pe gu nung an, dia mem ba wa kami ke Gua Pa yau ( Gua Rusa) “mi lik nya” , ar ti nya gua sa rang bu rung ke pu nya - an nya. Sua tu ru ang rak sa sa yang mua ra nya di ba wah te bing me na ra karst, un tuk tu run me nu ju lo rong nya me le wa ti run tuh an be sar, ada satu ga l | Keywords: Karst;;;;
drive-071842b52d51;Gua Se;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: Rom bong an men da ki de ngan susah payah di le reng te ra mat ter jal. Kami be rang kat agak siang dari Gua Se de- pan untuk me nye li di ki se buah muara gua di te bing yang per nah ku li hat dari he li kop ter yang mem bawa se rom- bong an spe leo log dalam misi 2002. Kami telah me- nye le sai kan pe me ta an 8 km ga le ri baw bar ter ba lik dari yang se be nar nya. Se te lah ber ja lan se pe rem pat jam, kami tiba di tem pat su ngai tanah meng hi lang. Pada 2002, kami me me ta kan lebih dari 8 km ja ring an bawah tanah di gua yang ber na ma Gua Se de pan. Dari Gua Masri ke Ilas Kenceng s Pak Saleh di dalam gua-“nya” , Ilas Kenceng… q Gua Sedepan begitu berlimpah sarang burungnya sehingga perlu banyak penjaga untuk mengawalnya. Mereka tinggal di pondok berpanggung;;;;
drive-3849ea4cfc19;Gua Suhu Udara;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: 21 Hasil pengukuran terhadap kondisi lingkungan di dalam gua Pettse, dapat diuraikan sebagai berikut : Nama Gua Suhu Udara ( º C) Kelembaban Udara ( % ) Kelembaban Tanah ( % ) Kelembaban Dinding (SP) Suhu Per- mukaan Dinding ( º C) PH Tanah PH Air Pattae E 27 71 80 6, 8, 6, 9, 6 23 dan 27 7 - c. Gua Burung Gua Burung terletak di sisi kanan 41 Hasil pengukuran terhadap kondisi lingkungan di dalam gua Sumpang Bita, dapat diuraikan sebagai berikut Nama Gua Suhu Udara ( º C) Kelembaban Udara ( % ) Kelembaban Tanah ( % ) Kelembaban Dinding (SP) Suhu Per- mukaan Dinding ( º C) PH Tanah PH Air Sumpang Bita 28 71 30 6, 8, 9, 11, 12 22 7 7 Gambar 27. Lingkungan babirusa di gua Sumpang Bit;;;;
drive-3d1366b5d89b;Gua Te;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: ba gai ma na di Gua Masri, dapat di ka ta kan ini lu kis an “muk ji zat” ka re na Gua Tewet se be nar nya hanya se - buah ceruk di dalam te bing, jadi sa ngat te rang. Kami telah me li hat se be lum nya ke ru sak an yang di - se bab kan oleh sinar ma ta ha ri dan ke lem ba ban yang me nyu bur kan bak te ri , Pindi Se tia wan. 1998 Agus tus-Sep tem ber: pe ne mu an garca di Gua Masri dan Ilas Kenceng. Tahun panen… Pe ser ta: Je an-Mi chel Cha zi ne, Luc-Hen ri Fage, Pindi Se tia - wan. 1999 Ap ril-Mei: pe ne mu an garca di Gua Tewet, studi gu nung karst di Ilas Kenceng. Pe ser ta: Éme - ric Be nard (ka me ra), Je an-Mi chel Cha zi ne, Luc- Hen ri Fage, Pindi Se tia wan. 2001 Mei-Ju ni: se te lah mem per oleh peng har ga an Rolex for En tre pri s | Keywords: Karst;;;;
drive-06f1463ff303;Gua Tintang;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: ber lim pah, pe man - dang an nan indah, ikan nya ber lim pah. Per ja lan an qq Di dasar cekungan Danau Tébo’, yang dikelilingi tegakan tebing kokoh, tumbuhan tercermin pada danau yang tepiannya memesona. q Ular Elaf di Gua Tintang dalam posisi siap menerkam kelelawar. w Jalan penuh bahaya di karst Danau Tébo’yang diselimuti tumbuhan semak dan menyembunyikan jebakan. Terra in cog ni ta berat tadi ada im bal an nya… Ber ha ri-ha ri kami se lu - su 10 mde largequi s'enfoncedans le pendageà 30°. On observedes remplissages de galets (conglomérats)et des entonnoirsde soutirage.Le niveau de base régionalest situé vers 160 m d'altitude.On pense que les eaux résurgentà Gua Tintang,une grotte-résurgence débitantplusieursm3/s en cruequi aété explorée sur 1 254 m, et se terminant sur un siphon [ESFIK-Robert,1990]. La dissolutionde surfaceest très importante et se traduitpar des formesdécoupéestranc | Keywords: Karst;;;;
drive-35d4d04a284c;Gua Ujan;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;"""Description: ely decorated sites shown in italics): 1. Gua Mardua; 2. Gua Payau; 3. Gua Kambing; 4. Liang Sara; 5. Alan Bilao; 6. Liang Pelahniran; 7. Ara Raya; 8. Gua Masri; 9. Gua Ilas Kenceng; 10. Gua Tewet, Gua Pindi, Gua Te'et, Gua Ujan, Gua Batu Aji; 11. Gua Tamrin, Gua Mentis, Gua Kayu Sampung, Gua lias Kecil, Gua Tangkorak, Gua Kurang Tahu, Gua Ham; 13. Gua Berak, GuaJufri, Gua Tembus, Gua Sahak; 14. Gua Lungun, Gua Keboboh, Gua Gudang Pecah, Gua Am ok yang diabaikan sehingga dapat menggunakan air jernih dari batu tetes. Kebanyakan muara gua yang tampak di foto telah dijelajahi antara 2001 dan 2003. Garca yang sangat rusak ditemukan di dalam empat gua ( Gua Te’ et, Gua Ujan, Gua Leo I et II). Bor neo, Me nying kap Gua Pra se ja rah q Gua Tewet I, dengan plafon bergambar, pada hari penemuan, disinari matahari terbenam. w Pindi Setiawan di Gua Tewet, mengamati garca. Warisan yang dilukis ama""";;;;
drive-83dba5684063;Gua Umang;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: 214 Cerita tentang Gua Umang selalu dikaitkan dengan kepercayaan tentang tempat bersemayam orang bunian yang disebut umang . Umang adalah, sebagaimana dituturkan oleh para tetua desa, adalah orang bunian yang mirip dengan manusia, tapi memiliki uku Gua umang/kemang dengan ukiran bergambar perahu di bagian ambangnya telah tertutup tanah setinggi sekitar 4--5 meter. Informasi penduduk menyebutkan bahwa kejadian itu berlangsung belum lama, sekitar tahun 2010. Foto 2. Gua Umang dengan gambar perahu masyarakat Batak Karo yang mendiami daerah tersebut. Obyek dimaksud juga ditemukan di tempat lain di T anah Karo, seperti Gua Umang atau Gua kemang di Sembahe, di wilayah Kabupaten Deli Serdang, ata;;;;
drive-eae26f635d1d;Gua Wa Bose;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: ained within this region was first documented by Indonesia’s National Research Centre for Archaeology in 1977, with further studies in 1984 and 1986 (Kosasih 1985, 1989, 1995). The 10 sites of Gua Metanduno, Gua Kabori, Gua Wa Bose, Gua T oko, Gua La Kolumbu, Ceruk Ida Malangi, Ceruk Lasabo A, Ceruk Lasabo B, Ceruk La Nsafora and Ceruk Tangga Ara were recorded for a variety of motifs including anthropomorphs, zoomorphs, sun and boat motifs, and wa ing to the prehistoric art in the Muna Island karsts, including Kosasih (1987, 1989, 1995) and BCPBM (2015). Gua Metanduno Gua KaboriCeruk Ida Malangi Ceruk Pinda La Kolumbu Nsarofa 1Nsarofa 2 Lakuba Tangga Ara Gua Toko Gua Wa Bose Lasobo Gua Pominsa Ceruk Lakan Taghu Ceruk La Podo Gua Sugi Patani 0 1 km Rock art sites described in this paper Other nearby rock art sites Roads Figure 6.2: Rock art sites in the study area. Source: Adapted from Ok | Keywords: Rock art site;;;;
drive-386989ed82a9;Gua Watu Gong;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: peluang untuk ditempati. Tabel 13. Sintesis pengharkatan morfologis. Nama Gua Lebar (m) Kedalaman Horizontal (m) Luas Ruang (m2) Harkat Morfologi Kelas Gua Keongan 6,21 10,91 68 3 sedang Ceruk Poko 16,34 7,8 127 4 luas Gua Watu Gong 23,18 8,57 199 4 luas Gua Gogor 4,4 13,4 59 3 sedang Kompleks Ceruk Pajangan 16,6 7,93 132 4 sedang Sumber: Wibowo et al., 2021. Variabel Kandungan Data arkeologis Variabel kandungan data arkeologis adalah kelas kuantit abel 10. Sintesis pengharkatan elevasi relative. Nama Gua Ketinggian Situs (mdpl) Dasar Lembah (mdpl) Elevasi Relatif Harkat Elevasi Relatif Kelas Gua Keongan 184 182 2 5 sangat kecil Ceruk Poko 165 157 8 5 sangat kecil Gua Watu Gong 202 157 45 3 sedang Gua Gogor 94 70 24 4 kecil Kompleks Ceruk Pajangan 195 170 25 4 kecil Sumber: Wibowo et al., 2021 Data Medan Kelas Lereng Tunggal Melalui pengharkatan lereng tunggal diketahui bahwa mayoritas s;;;;
drive-7f5372525ad7;Gua Yahoto;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Settlement / Habitation / Permukiman / Kampung;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: lukis menggunakan tangan. 3.2 Makna dan Fungsi Simbol Lukisan Dinding Gua Beberapa makna motif lukisan dinding gua pada situs Gua Isisuk di Kampung Kibay Distrik Arso Timur dan Gua Erfe Hora, Gua Trifi, Gua Yakumbru dan Gua Yahoto di Kampung Yuruf Distrik Web, dapat dijelaskan sebagai berikut: a. Motif lukisa n tapak kaki dan tapak tangan Untuk motif lukisan berupa tapak kaki di Gua Isisuk, dan Gua Yahoto, kemungkinan menggambarkan bahwa manusia tus Yahoto Situs Yahoto berada pada koordinat 03°34’44.1” Lintang Selatan dan 140°55’53.7” Bujur Timur, arah hadap gua timur laut. Situs ini berupa gua alam yang terbentuk dari batu gamping. Jarak antara Gua Yakumbru ke Gua Yahoto adalah 620 meter. Ruangan dalam gua tidak beraturan terdiri atas tiga kamar. Berdasarkan identifikasi bentuk lukisan dinding gua Yahoto, dapat diklasifikasikan bentuk gambar terdiri dari gambar figuratif dan non figurat;;;;
drive-b642f76ab769;Leang Buiduane;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Workshop / Production / Smelting / Furnace / Slag;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;"""Description: an interpretation consistent with the tentative conclusion reached by Tanudirjo (2005). While no 14Cd a t e sw e r e determined for the topsoil of Layer 1, it contained sherds similar to the early Metal Phase jars from Leang Buiduane Cave (Bellwood 1976) about 20 km north of Leang Sarru on Salibabu Island. This evidence indicates that the site was prob- ably used for burials around 2000 to 1000 b.p. (see also Tanudirjo 2005 : 18–19). Production of Stone uring the Metal Age ( Tanudirjo, 2001 , 2005 ; Ono et al., 2010 ; Table 1 ). Layer 1 (Metal Age) contains potsherds which are similar to jars associated with the Metal Phase ( Bellwood, 1976 ), and for instance found in Leang Buiduane, c. 20 km to the north of Leang Sarru ( Ono et al., 2010 ). The stratigraphical context, dating, and lithic technological analysis of Leang Sarru were discussed in detail by Tanudirjo (2001 , 2005) and Ono e | Keywords: Burial site""";;;;
drive-96c8199746be;Leang Kassi The;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Settlement / Habitation / Permukiman / Kampung;;;;No;https://doi.org/10.22459/TT.05.2015.12 | https://doi.org/10.1038/s41598-019-42946-9 | https://doi.org/10.1038/s41559-019-0902-6 | https://doi.org/10.1080/15564894.2021.1991056 | https://doi.org/10.1080/15564894.2021.1991056;"""Description: ion and has a black color in a nearly faded condition. Its distinctiveness lies in two pairs of wings on the left and right side with a tail similar to a bird, whereas its round head bears a resemblance to a human head. Leang Kassi The administrative location of this sit e is Kampung Belae, Biraeng Village, Minasate'ne District, Pangkep Regency. Access to this cave is by using four-wheeled or two-wheeled vehicles, but in order to get to the cave entra have paintings. The paintings in the 6 prehistoric caves are in the form of human images in Leang Batu Tianang, Leang Karama, Leang Ulu Tedong, Leang Pamelakkang Tedong ; pictures of kangkang humans in Leang Tagari and Leang Kassi. The latest data, based on the results of the 2016 BPCB Makassar survey and the Puslitarkenas Survey and the Archaeological Department of Unhas in September 2017, are prehistoric caves in the MPKF of more than 200 | Keywords: Cave""";;;;
drive-a7ee5884a357;Leang Londrong;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Settlement / Habitation / Permukiman / Kampung;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: paten Pangkajene dan Kepulauan. Lokasi ini dipilih karen a terdapat objek wisata berupa show cave dengan lokasi yang cukup berdekatan satu dengan yang lainnya. Terdapat dua lokasi utama pada jalur interpretasi ini yakni Leang Londrong dan barisan goa Biraeng. Gambar 1 Lokasi Leang Londrong di Desa Panaikang (Leang Londrong research location in Panaikang Village) Gambar 2 Lokasi Barisan Leang di Desa Biraeng ( Cave location in Biraeng Village) Jurnal Penelitian Kehutanan Bonita Volume 1 Nomor 1 Juli 2019: 24-33 32 pengunjung. Sepanjang jalan setapak menuju Leang Londrong terdapat barisan batuan karst yang indah. Selain itu terdapat pula tumbuhan yang banyak dihinggapi kupu -kupu karena merupakan pakan yang disukainya seperti Sirih hutan dan A soka hutan. Pada lokasi permandian, terdapat | Keywords: Karst;;;;
drive-2a3fcf93bd66;Leang Managapi;;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: lwood 1980). Although no human bones were recovered, the pottery box-like sherds discovered in the upper layer suggest that Leang Sarru might have been used as a jar burial site. Until several years ago, Leang Sarru and Leang Managapi, another rockshelter close by, were still being used for ceremonies by members of a religious sect called Kepercayaan Musi (Musi belief, Musi being the main town on Salebabu Island), a blend of local animist belief and | Keywords: Burial site;;;;
drive-22be1e2e8c95;Leang Sarru. Apparently Leang Sarru;;;;;;;No;Not documented;Continuous;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: ation during the middle phase, between 21,000 to 10,000 years ago, was relatively long and continuous. Figure 5. Distributions of shells by weight and number per spit (upper), and by average weight per spit (lower), for Leang Sarru. Apparently Leang Sarru was abandoned about 10,000 years ago and not reused until the Metal Age, between 2000 and 1000 years ago. The reason for this is not clear, but during the Metal Age the rockshelter was mainly used for ceremonies probabl | Keywords: Rockshelter;;;;
drive-c947965528fd;Leang Sarru. Square Depth;;;;;;;No;Excavated;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: 1640 7 93 1210 343 1285 8^ 35 355 2 75 165 900 29760 ± 650 * C14 dates calibrated one sigma ra nge using Calib 3.0, the rest ar e uncalibrated ^ only half square excavated Table 2. C14 dates for middle phase layers from Leang Sarru. Square Depth* Lab. No. Sample La b. Dates BP Calibrated dates** B2 20-30 ANU-10203 Turbo 9750 ± 90 10372 - 10139 BP B2 30-40 ANU-10810 Turbo 14820 ± 80 17346 - 17099 BP B2 40-50 ANU-10499 Turbo 30740 ± 720 C2 40-50 ANU-10960 Turbo 1 | Keywords: Excavated site;;;;
drive-ec7d37b63eb6;Leang Sarru. The;;;;;;;No;Excavated;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.22459/TT.05.2015.12 | https://doi.org/10.1038/s41598-019-42946-9 | https://doi.org/10.1038/s41559-019-0902-6 | https://doi.org/10.1080/15564894.2021.1991056 | https://doi.org/10.1080/15564894.2021.1991056;"""Description: scroll-incise d sherds in Figure 3, are almost identical to those of the Metal Age (first millennium AD) pottery excavated by Bellwood (1976) in 1974 from the Leang Buidane burial cave situated about 12 km northeast of Leang Sarru. The few flake tools and 15.2 kg/1.8 m 3 of shell remains from the previous excavation (identiﬁed as 40 taxa; see Tanudirjo 2001) are added, a grand total of 7416 (NISP) shell and land mollusk remains and 42.1 kg/5.4 m 3 was retrieved from Leang Sarru. The distribution of shell remains within the excavation revealed that the num- ber and density of shell remains were larger inside the rockshelter than outside it. A total NISP of 1827 shell and land mollusk remains were re | Keywords: Burial site""";;;;
