site_name,latitude,longitude,coordinate_text,coordinate_system,source_file,page,evidence_snippet,rejection_reason
The Javanese Pleistocene Open-Air Sites,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,366,"La Fin Du Pléistocène et Du Début de l ’ Holocène En Asie Du Sud-Est : Un Nouvel Apport à La Compréhension Des Comportements Humains.” (Ed 227). Bouteaux, Anne and Anne Marie Moigne. 2010. “New Taphonomical Approaches: The Javanese Pleistocene Open-Air Sites (Sangiran, Central Java).” Quaternary International 223–224:220–25. Brace, C. Loring. 1967. “Environment, Tooth Form, and Size in the Pleistocene.” Journal of Dental Research 46(5):809–16. Brace, C. Loring and Paul E. M",bad_keyword
Datation Des Sites,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,373,"Society of America 436(03):27–54. Hamada, Ryuta, Shintaro Kondo, and Eizo Wakatsuki. 1997. “Odontometrical Analysis of Filipino Dentition.” The Journal of Showa University Dental Society 17(3):197–207. Hameau, S. 2004. “Datation Des Sites Paleolithiques Du Pleistocene Moyen et Superieur de Punung (Pacitan, Java). Applications Des Methodes ESR et U-Th Aux Grottes de Song Terus et Goa Tabuhan.” Paris: Museum National d’Histoire Naturelle 20. Hamilton, Warr",bad_keyword
Southeast Asian Megafauna- Bearing Sites,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,381,"e of Sundanese Fossil Assemblages from the Late Pleistocene, and a Discussion on the Ecological Effects of the Toba Eruption.” Quaternary International 258:80–87. Louys, Julien and Erik Meijaard. 2010. “Palaeoecology of Southeast Asian Megafauna- Bearing Sites from the Pleistocene and a Review of Environmental Changes in the Region.” Journal of Biogeography 37(8):1432–49. Louys, Julien and Alan Turner. 2012. “Environment, Preferred Habitats and Potential Refugia for Pleistoce",bad_keyword
Des Sites,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,383,"354 Mijsberg, W. A. 1932. “Recherches Sur Les Restes Humains Troubes Dans Les Fouilles de l’abris-Sous-Roche Du Guwa Lawa a Sampoeng et Des Sites Prehistoriques a Bodjonegoro (Java).” Pp. 39–54 in Hommage, Premier Congres des Prehistoriens d’Extreme-Orient a Hanoi. Societe Royale des Arts et des Sciences de Batavia. Miller, G. H., J. Brigham-Grette, Richard B. Al",bad_keyword
Cave Sites,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,390,"ermined with 26 Al/10 Be Burial Dating.” Nature 458(7235):198. Shutler Jr, R., J. M. Head, D. J. Donahue, A. J. T. Jull, M. F. Barbetti, S. Matsu’ura, John de Vos, and P. Storm. 2004. “AMS Radiocarbon Dates on Bone from Cave Sites in Southeast Java, Indonesia, Including Wajak.” Modern Quaternary Research in Southeast Asia 18:89–93. Sidwell, Paul. 2010. “The Austroasiatic Central Riverine Hypothesis.” Вопросы Языкового Родства 4(16 (59)):117–34. S",bad_keyword
Indonesian Hominid Sites,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,395,"366 ———. 1985. “Faunal Stratigraphy and Correlation of the Indonesian Hominid Sites.” Pp. 215–20 in Ancestors: The Hard Evidence. ———. 2004. “The Dubois Collection: A New Look at an Old Collection.” Scripta Geologica (4):267–85. de Vos, J. and Fachroel Aziz. 1989. “The Excavations by Dubois (1891-1900)",bad_keyword
Gua Harimau NO LOCALITY NO. IDV SIDING,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,401,. The observation shows 18 of 23 teeth preserved from the maxillary fragments of Sukajadi site could be included in the further analysis. The rest of 5 heavy worn teeth could not be included in the analysis (Table A.4). Gua Harimau NO LOCALITY NO. IDV SIDING UI1 UI2 UC UP3 UP4 UM1 UM2 UM3 1 Harimau HRM 10 Right - - - 2 2 - 1 - 2 Harimau HRM 12 Left - 4 4 3 - 3 2 2 3 Harimau HRM 13 Left 5 6 5 6 - 5 ? - Right 5 7 5 - - 6 - - 4 Harimau HRM 17 Right - - 3 2 2 1 - - 5 Harimau HR,bad_keyword
Gua Harimau. Note,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,402,"373 Right 4 4 4 4 3 ? 5 5 12 Harimau HRM 79 Left 4 3 3 4 3 5 4 ? Right 4 3 3 4 3 6 - - Table A.5. Wear pattern of upper teeth from Gua Harimau. Note: (-) the tooth does not exist, (?) the tooth exists but not complete, so it is difficult to do a proper observation. The observation shows 62 of 82 teeth preserved from the maxillary fragments of Gua Harimau site could",bad_keyword
Gua Pawon NO LOCALITY NO. IDV SIDING,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,402,hows 62 of 82 teeth preserved from the maxillary fragments of Gua Harimau site could be included in the further analysis. The rest of 20 heavy worn and uncomplete teeth could not be included in the analysis (Table A.5). Gua Pawon NO LOCALITY NO. IDV SIDING UI1 UI2 UC UP3 UP4 UM1 UM2 UM3 1 Gua Pawon PWN 1 Left - - - 3 3 4 3 - 2 Gua Pawon PWN 3 Left 4 4 4 4 4 6 4 2 Right - - 3 4 - - - - 3 Gua Pawon PWN 5 Left 3 3 - - - - - - Table A.6. Wear pattern of upper teeth from Gua P,bad_keyword
Gua Pawon. Note,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,402,IDING UI1 UI2 UC UP3 UP4 UM1 UM2 UM3 1 Gua Pawon PWN 1 Left - - - 3 3 4 3 - 2 Gua Pawon PWN 3 Left 4 4 4 4 4 6 4 2 Right - - 3 4 - - - - 3 Gua Pawon PWN 5 Left 3 3 - - - - - - Table A.6. Wear pattern of upper teeth from Gua Pawon. Note: (-) the tooth does not exist. The observation shows 15 of 16 teeth preserved from the maxillary fragments of Gua Pawon site could be included in the further analysis. The rest of 1 heavy worn tooth could not be include,bad_keyword
Gua Kidang NO LOCALITY NO. COL SIDING,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,402,The observation shows 15 of 16 teeth preserved from the maxillary fragments of Gua Pawon site could be included in the further analysis. The rest of 1 heavy worn tooth could not be included in the analysis (Table A.6). Gua Kidang NO LOCALITY NO. COL SIDING UI1 UI2 UC UPM3 UPM4 UM1 UM2 UM3 1 Gua Kidang GKD 3 Left 4 4 5 6 6 6 4 3 Right 4 4 5 6 6 6 4 3 Table A.7. Wear pattern of upper teeth from Gua Kidang. The observation shows 8 of 16 teeth preserved from the maxillary fra,bad_keyword
Gua Braholo NO LOCALITY NO. COL SIDING,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,403,374 The observation shows all of 38 teeth preserved from the maxillary fragments o f Song Keplek site could be included in the further analysis (Table A.8). Gua Braholo NO LOCALITY NO. COL SIDING UI1 UI2 UC UP3 UP4 UM1 UM2 UM3 1 Gua Braholo BHL 1 Left 3 - - - - 3 2 - Right 3 - 3 3 2 3 2 2 2 Gua Braholo BHL 4 Left - - - 3 3 3 2 - Right - - - - - - - 1 3 Gua Braholo BHL 7 Left 3 2 - - 1 - - - Right 3 2 2 - 1 - 1 -,bad_keyword
Gua Braholo. Note,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,403,BHL 1 Left 3 - - - - 3 2 - Right 3 - 3 3 2 3 2 2 2 Gua Braholo BHL 4 Left - - - 3 3 3 2 - Right - - - - - - - 1 3 Gua Braholo BHL 7 Left 3 2 - - 1 - - - Right 3 2 2 - 1 - 1 - Table A.9. Wear pattern of upper teeth from Gua Braholo. Note: (-) the tooth does not exist. The observation shows all of 23 teeth preserved from the maxillary fragments of Gua Braholo site could be included in the further analysis (Table A.9). Song Terus NO LOCALITY NO. COL SIDIN,bad_keyword
Gua Harimau NO LOCALITY NO. COL SIDING,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,407,The observation shows 22 of 31 teeth preserved from the mandible fragment s of Sukajadi site could be included in the further analysis. The rest of 9 heavy worn teeth could not be included in the analysis (Table A.17). Gua Harimau NO LOCALITY NO. COL SIDING LI1 LI2 LC LP3 LP4 LM1 LM2 LM3 1 Gua Harimau HRM 1 Left - - 0 0 1 1 0 0 2 Gua Harimau HRM 8 Right - - - - - - 4 - 3 Gua Harimau HRM 9 Right - - - - - 5 - - 4 Gua Harimau HRM 12 Left 3 4 4 4 - - 2 - Right 3 3 3 3 4 5 2 -,bad_keyword
Gua Harimau. Note,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,407,7 Left - 3 3 3 - 4 3 - Right - - 3 3 - 4 3 2 12 Gua Harimau HRM 74 Left - 3 - - 4 6 5 5 Right - 3 4 4 4 6 5 - 13 Gua Harimau HRM 79 Left 3 3 3 3 4 5 - - Right 3 - 3 3 4 5 3 - Table A.18. Wear pattern of lower teeth from Gua Harimau. Note: (-) the tooth does not exist. The observation shows 72 of 82 teeth preserved from the mandible fragments of Gua Harimau site could be included in the further analysis. The rest of 10 heavy worn teeth could not be inclu,bad_keyword
Gua Pawon NO LOCALITY NO. COL SIDING,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,408,379 Gua Pawon NO LOCALITY NO. COL SIDING LI1 LI2 LC LP3 LP4 LM1 LM2 LM3 1 Gua Pawon PWN 1 Left - - - - - 4 2 1 2 Gua Pawon PWN 3 Left - - - - - - 5 2 3 Gua Pawon PWN 4 Left - - - - 5 - 3 2 Right - - 3 5 5 - - - 4 Gua Pawon PWN 5 Left - - 3 2 2 3 ? 1 Right - 2,bad_keyword
Gua Pawon. Note,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,408,"- - - - 4 2 1 2 Gua Pawon PWN 3 Left - - - - - - 5 2 3 Gua Pawon PWN 4 Left - - - - 5 - 3 2 Right - - 3 5 5 - - - 4 Gua Pawon PWN 5 Left - - 3 2 2 3 ? 1 Right - 2 3 2 - 3 ? 1 Table A.19. Wear pattern of lower teeth from Gua Pawon. Note: (-) the tooth does not exist, (?) the tooth exists but not complete, so it is difficult to do a proper observation. The observation shows 17 of 23 teeth preserved from the mandible fragments of Gua Pawon site could be",bad_keyword
Gua Braholo NO LOCALITY NO. COL SIDING,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,408,shows 17 of 23 teeth preserved from the mandible fragments of Gua Pawon site could be included in the further analysis. The rest o f 6 heavy worn and uncomplete teeth could not be included in the analysis (Table A.19). Gua Braholo NO LOCALITY NO. COL SIDING LI1 LI2 LC LP3 LP4 LM1 LM2 LM3 1 Gua Braholo BHL 1 Left - - - - - 3 2 - Right 3 3 3 3 3 3 - - 2 Gua Braholo BHL 5 Left 2 2 2 2 2 3 2 ? Right 2 2 2 2 2 2 2 - 3 Gua Braholo BHL F7 Left - - - - - 2 - - Right - - - - - 3 2,bad_keyword
Gua Braholo. Note,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,408,"HL 1 Left - - - - - 3 2 - Right 3 3 3 3 3 3 - - 2 Gua Braholo BHL 5 Left 2 2 2 2 2 3 2 ? Right 2 2 2 2 2 2 2 - 3 Gua Braholo BHL F7 Left - - - - - 2 - - Right - - - - - 3 2 1 Table A.20. Wear pattern of lower teeth from Gua Braholo. Note: (-) the tooth does not exist, (?) the tooth exists but not complete, so it is difficult to do a proper observation. The observation shows 26 of 27 teeth preserved from the mandible fragments of Gua Braholo site could b",bad_keyword
Gua Kidang NO LOCALITY NO. COL SIDING,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,409,2 4 4 3 Table A.23. Wear pattern of lower teeth from Song Keplek. The observation shows all of 32 teeth preserved from the mandible fragment s of Song Keplek site could be included in the further analysis (Table A.23). Gua Kidang NO LOCALITY NO. COL SIDING LI1 LI2 LC LP3 LP4 LM1 LM2 LM3 1 Gua Kidang GKD 3 Left 4 4 5 6 6 6 5 3 Right 4 4 5 6 6 7 4 2 Table A.24. Wear pattern of lower teeth from Gua Kidang. The observation shows only 7 of 16 teeth preserved from the mandible,bad_keyword
Gua Braholo NO LOCALITY NO. COL CATEGORY,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,414,385 b. Holocene Homo sapiens Gua Braholo NO LOCALITY NO. COL CATEGORY GRADE 1 Gua Braholo BHL 97-F4-12 URC 2 2 Gua Braholo BHL 97-F4-20 URC 3 3 Gua Braholo BHL H8 410 URM2 5 4 Gua Braholo BHL H8 412 URM3 2 Table A.30. Wear pattern of isolated upper teeth from Gua Braholo The observation s,bad_keyword
Gua Braholo NO LOCALITY NO. COL CATEGORY,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,418,389 b. Holocene Homo sapiens Gua Braholo NO LOCALITY NO. COL CATEGORY GRADE 1 Gua Braholo BHL 97-F4-17 LRM2 3 2 Gua Braholo BHL 98-I7-19 LRP4 1 3 Gua Braholo BHL H8 411 LRM3 3 Table A.38. Wear pattern of isolated lower teeth from Gua Braholo. The observation shows all of 3 isolated lower,bad_keyword
Gua Braholo BHL98-I7-19,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,426,397 25 Gua Braholo BHL98-I7-19 2 1 1 1 1 1 1 1 0 0 0 0 26 Song Keplek SK 4 2 1 1 2 2 3 1 0 0 0 0 0 27 Gua Kidang GKD 2 2 ? ? ? ? ? ? ? ? ? 0 0 28 Wajak WJK 1457-14 2 1 1 1 3 1 0 0 1 0 0 0 29 Goea Djimbe DMB 17323 2 1 1 1 3 3 1 1 0 0 0 0 30 Hoekgrot H,ocr_artifact
Gua Braholo BHL97-F4-17,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,430,0 0 0 ? 0 0 0 3 0 ? 0 ? 0 46 Pawon PWN 5 5 2 0 0 0 0 0 ? 3 1 1 0 ? ? 47 Gua Braholo BHL 1 4 0 0 0 0 0 0 0 2 1 1 0 1 0 48 Gua Braholo BHL 5 4 0 0 0 0 0 0 0 3 3 0 0 1 0 49 Gua Braholo BHL F7 4 0 0 0 0 0 0 0 2 1 0 0 1 0 50 Gua Braholo BHL97-F4-17 4 0 0 0 1 0 0 0 3 1 0 0 1 0,ocr_artifact
Gua Braholo BHL99-412,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,448,2 0 26 Gua Braholo BHL 1 4 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 27 Gua Braholo BHL 4 4 3 3 0 0 0 0 0 0 0 2 0 0 0 0 0 28 Gua Braholo BHL 7 5 4 3 1 1 0 0 0 1 1 0 0 0 0 1 0 29 Gua Braholo BHL H8 3 4 0 0 0 0 0 0 0 1 0 0 0 0 1 0 30 Gua Braholo BHL99-412 3 3 0 0 0 0 0 0 0 1 0 1 0 0 0 0 31 Song Keplek SK 1 4 4 3 0 2 0 0 0 0 1 2 0 0 0 0 0 32 Song Keplek SK 4 4 3 3 0 0 0 0 0 0 1 2 0 0 0 0 1 33 Gua Kidang GKD 2 4 3 3 1 0 0 0 0 0 0 0 0 0 0 0 0 34 Goea Djimbe DMB 17321 5 3 2,ocr_artifact
Gua Braholo BHL98-I7-19,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,455,"mau HRM 8 8,2 8,7 20 Gua Harimau HRM 74 8 9,2 21 Gua Harimau HRM 79 7,6 8,5 22 Gua Pawon PWN 4 6,9 8,9 23 Gua Pawon PWN 5 7,9 9,3 24 Gua Braholo BHL 1 8,8 9,9 25 Gua Braholo BHL 5 8,2 9,8 26 Song Tritis STR 1 6,7 7,8 27 Gua Braholo BHL98-I7-19 7,4 7,6 28 Song Keplek SK 4 7 9 29 Song Terus ST 1 7,8 9,2 30 Gua Kidang GKD 2 7,5 8,6 31 Wajak WJK 1457-14 7,5 8,4 32 Goea Djimbe DMB 17324 7,8 9,2 33 Goea Djimbe DMB 17324 7,6 9,5 34 Goea Ketjil KCL 17797 7 8,8 35 Hoe",ocr_artifact
Gua Braholo BHL97-F4-17,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,460,"0,5 10,2 45 Gua Pawon PWN 1 11,6 11,2 46 Gua Pawon PWN 3 10,8 11,0 47 Gua Pawon PWN 4 11,0 11,9 48 Gua Pawon PWN 5 12,1 11,8 49 Gua Braholo BHL 1 10,4 10,8 50 Gua Braholo BHL 5 10 10,6 51 Gua Braholo BHL F7 10,5 10,5 52 Gua Braholo BHL97-F4-17 11 10,8 53 Song Tritis STR 1 12 11,5 54 Song Keplek SK 4 12 11,6 55 Song Terus ST 1 12 11,5 56 Song Terus ST 96-KI-ZA95-100 13 11,6 57 Gua Kidang GKD 2 10 11 58 Goea Djimbe DMB 17324 11 11 59 Goea Djimbe DMB 17324 10,5",ocr_artifact
Gua Braholo BHL97-F4-12,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,465,"kajadi SKJ 3 8,8 9,2 14 Gua Harimau HRM 36 6,4 8 15 Gua Harimau HRM 74 7,6 8,3 16 Gua Harimau HRM 79 7,6 8,3 17 Gua Pawon PWN 3 7 8,6 18 Gua Pawon PWN 5 8,2 8,8 19 Gua Braholo BHL 1 8,5 9,2 20 Gua Braholo BHL 7 7,2 8 21 Gua Braholo BHL97-F4-12 7,7 8,2 22 Gua Braholo BHL97-F4-20 7,1 8,5 23 Song Keplek SK 1 8,8 9 24 Song Keplek SK 4 7,3 9,8 25 Gua Kidang GKD 2 6,2 7,5 26 Goea Djimbe DMB 17321 8,6 9,8 27 Goea Djimbe DMB 17322 7,8 8 28 Goea Djimbe DMB 17323 8,4 7",ocr_artifact
Gua Braholo BHL97-F4-20,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,465,"HRM 36 6,4 8 15 Gua Harimau HRM 74 7,6 8,3 16 Gua Harimau HRM 79 7,6 8,3 17 Gua Pawon PWN 3 7 8,6 18 Gua Pawon PWN 5 8,2 8,8 19 Gua Braholo BHL 1 8,5 9,2 20 Gua Braholo BHL 7 7,2 8 21 Gua Braholo BHL97-F4-12 7,7 8,2 22 Gua Braholo BHL97-F4-20 7,1 8,5 23 Song Keplek SK 1 8,8 9 24 Song Keplek SK 4 7,3 9,8 25 Gua Kidang GKD 2 6,2 7,5 26 Goea Djimbe DMB 17321 8,6 9,8 27 Goea Djimbe DMB 17322 7,8 8 28 Goea Djimbe DMB 17323 8,4 7,9 29 Goea Ketjil KCL 17796 7,2 8 3",ocr_artifact
Gua Braholo BHL99-411,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,475,"e Homo sapiens 28 Sukajadi SKJ 3 11,4 12,6 29 Sukajadi SKJ 6a 7,6 10 30 Gua Harimau HRM 74 9,6 12,2 31 Gua Harimau HRM 79 9,8 12 32 Gua Pawon PWN 3 7,8 12,5 33 Gua Braholo BHL 1 8,8 11,8 34 Gua Braholo BHL 4 8,4 12,2 35 Gua Braholo BHL99-411 11 12,5 36 Gua Braholo BHL99-412 10 12 37 Song Keplek SK 1 9,5 12 38 Song Keplek SK 4 8,5 12,6",ocr_artifact
Gua Braholo BHL99-412,,,,,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,475,"11,4 12,6 29 Sukajadi SKJ 6a 7,6 10 30 Gua Harimau HRM 74 9,6 12,2 31 Gua Harimau HRM 79 9,8 12 32 Gua Pawon PWN 3 7,8 12,5 33 Gua Braholo BHL 1 8,8 11,8 34 Gua Braholo BHL 4 8,4 12,2 35 Gua Braholo BHL99-411 11 12,5 36 Gua Braholo BHL99-412 10 12 37 Song Keplek SK 1 9,5 12 38 Song Keplek SK 4 8,5 12,6",ocr_artifact
